"","id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"6215","2349-P",72,962.642777113244,"BHMHN","Chicago","California","UK","National Pumpkin Festival","1438 W","1761 U",351,956,4,"Lumina",436.651899262108,"Medium"
"6218","2320-P",74,973.04968644958,"NJTGS","Paris","Florida","Australia","Local Pumpkin Festival","1625 R","1537 U",1,1,1,"Knucklehead",441.372442370307,"Heavy"
"6219","2346-P",94,970.49751068186,"GYLFK","Paris","California","Canada","National Pumpkin Festival","1186 O","1366 V",339,881,14,"Long Island Cheese",440.214783036315,"Medium"
"6220","2562-P",87,976.659109098837,"DBDBH","Nottingham","Florida","Canada","Local Pumpkin Festival","1789 R","1219 P",371,1102,-12,"Jarrahdale",443.009665743825,"Heavy"
"6222","2448-P",80,973.419993095472,"XXOIU","Houston","New York","Canada","Regional Pumpkin Festival","1674 Q","1444 U",361,1063,-7,"Lumina",441.540412363001,"Heavy"
"6224","2520-P",13,973.463345605694,"PYANB","Los Angeles","California","UK","Regional Pumpkin Festival","1864 C","1392 U",354,986,3,"Lumina",441.560076932638,"Heavy"
"6225","2081-P",84,960.684447815642,"YDZEZ","Nottingham","Texas","Canada","Local Pumpkin Festival","1542 A","1222 Y",339,842,14,"Knucklehead",435.763606919914,"Medium"
"6230","2506-P",9,948.424050102942,"OUMYK","Los Angeles","California","Canada","Local Pumpkin Festival","1534 O","1649 I",354,1011,-1,"Long Island Cheese",430.202326999429,"Medium"
"6233","2888-P",81,963.303906721063,"ZZERR","Houston","California","Canada","Regional Pumpkin Festival","1450 M","1170 N",341,858,13,"Jarrahdale",436.95178568496,"Medium"
"6236","2530-P",71,953.787009160966,"LZYXJ","Houston","California","Canada","Regional Pumpkin Festival","1505 D","1205 N",355,951,4,"Jarrahdale",432.634949270147,"Medium"
"6238","2360-P",14,949.484206020087,"DDOAO","Houston","California","UK","Regional Pumpkin Festival","1124 R","1671 J",357,1023,-12,"Long Island Cheese",430.68321056885,"Medium"
"6240","2699-P",17,948.841965203173,"KLFJQ","New York","Florida","Canada","Local Pumpkin Festival","1526 Z","1292 P",330,829,16,"Jarrahdale",430.391892045348,"Medium"
"6243","2892-P",70,937.4571256442,"BUOKE","Chicago","Florida","Australia","Regional Pumpkin Festival","1083 I","1776 R",347,932,-4,"Knucklehead",425.227762698086,"Medium"
"6245","2738-P",35,951.963396520354,"YCHAL","Paris","California","Australia","Regional Pumpkin Festival","1578 Z","1879 B",353,937,2,"Long Island Cheese",431.807764002701,"Medium"
"6246","2806-P",21,943.128417563625,"CIDRC","Paris","Florida","Australia","Regional Pumpkin Festival","1522 W","1135 Y",346,944,1,"Jarrahdale",427.800243837261,"Medium"
"6247","2282-P",78,948.87805481106,"LOMVA","Los Angeles","New York","Australia","Regional Pumpkin Festival","1307 P","1587 J",332,839,14,"Knucklehead",430.408262184097,"Medium"
"6249","2376-P",3,947.740684977733,"FXHOK","Chicago","Texas","Canada","National Pumpkin Festival","1875 N","1295 S",2,-2,4,"Long Island Cheese",429.892354612053,"Medium"
"6252","2091-P",84,950.881635703892,"HRSUX","Paris","Texas","Canada","Regional Pumpkin Festival","1218 P","1208 J",-4,5,5,"Lumina",431.317080515237,"Medium"
"6254","2308-P",22,941.335588064045,"KNQGW","Los Angeles","Florida","UK","National Pumpkin Festival","1315 Z","1845 S",349,898,3,"Jarrahdale",426.987021710988,"Medium"
"6255","2744-P",84,949.647488029674,"GIFJR","Chicago","Texas","Canada","National Pumpkin Festival","1337 K","1114 C",346,907,4,"Knucklehead",430.757274802537,"Medium"
"6259","2681-P",50,935.164407653734,"ALPBT","Los Angeles","New York","UK","Local Pumpkin Festival","1563 Y","1219 I",343,925,5,"Long Island Cheese",424.187792639814,"Medium"
"6263","2850-P",31,925.956456036307,"ODKRQ","Houston","New York","UK","National Pumpkin Festival","1140 I","1082 E",363,1028,-14,"Knucklehead",420.011093185298,"Medium"
"6264","2776-P",82,928.145688265562,"ZYVGI","Chicago","New York","UK","National Pumpkin Festival","1047 A","1620 R",351,953,0,"Long Island Cheese",421.004122410216,"Medium"
"6265","2495-P",29,920.40596211981,"IQTKD","Nottingham","New York","UK","National Pumpkin Festival","1905 J","1265 W",342,887,8,"Long Island Cheese",417.493405660805,"Medium"
"6269","2667-P",88,930.619134770148,"LKSPM","Chicago","Texas","UK","Local Pumpkin Festival","1623 I","1814 M",342,916,-1,"Jarrahdale",422.126070384717,"Medium"
"6270","2772-P",25,922.038398431614,"UDOGU","Chicago","New York","UK","National Pumpkin Festival","1746 Q","1770 A",337,824,10,"Lumina",418.233873914367,"Medium"
"6272","2185-P",76,916.251692894846,"UJZWZ","Chicago","Texas","Australia","Local Pumpkin Festival","1562 V","1138 F",346,947,-6,"Knucklehead",415.60904150179,"Medium"
"6274","2987-P",76,910.365536701865,"ILJJG","Houston","Texas","Canada","Local Pumpkin Festival","1597 V","1405 A",344,914,6,"Knucklehead",412.93909856748,"Medium"
"6276","2723-P",3,926.124603061005,"DDJEA","Nottingham","Florida","Australia","National Pumpkin Festival","1643 M","1248 N",2,1,-5,"Jarrahdale",420.087364175363,"Medium"
"6277","2000-P",77,921.359166537412,"SIFQB","Paris","Florida","Australia","Regional Pumpkin Festival","1191 G","1544 G",359,1013,-4,"Jarrahdale",417.925776348277,"Medium"
"6279","2059-P",11,918.862511957064,"LZJQS","Paris","Florida","Canada","National Pumpkin Festival","1928 C","1714 K",346,913,-2,"Knucklehead",416.793301259668,"Medium"
"6280","2540-P",91,919.910965014249,"RWIQZ","Houston","New York","Canada","Regional Pumpkin Festival","1634 G","1604 I",-5,0,4,"Knucklehead",417.268876446634,"Medium"
"6283","2519-P",33,916.879164434969,"QRYDU","Paris","New York","Australia","Regional Pumpkin Festival","1028 C","1971 X",-3,5,0,"Long Island Cheese",415.893660725288,"Medium"
"6284","2470-P",36,920.747593867593,"ZFOOK","Nottingham","New York","Canada","Local Pumpkin Festival","1921 B","1904 R",-5,3,0,"Long Island Cheese",417.648368805041,"Medium"
"6285","2246-P",95,911.75340957474,"DIZSU","Houston","Texas","Canada","National Pumpkin Festival","1146 Z","1414 T",-5,-5,-5,"Long Island Cheese",413.568633572866,"Medium"
"6287","2379-P",83,912.321950447746,"ONBLM","New York","California","UK","Regional Pumpkin Festival","1048 A","1227 P",356,989,-12,"Jarrahdale",413.826522021113,"Medium"
"6288","2469-P",20,901.509337679483,"ASLAF","Nottingham","New York","Canada","Regional Pumpkin Festival","1290 E","1425 C",341,906,3,"Jarrahdale",408.921953043402,"Medium"
"6289","2156-P",5,916.319800492376,"TWLAZ","Los Angeles","Florida","Australia","Local Pumpkin Festival","1269 B","1855 T",-1,5,3,"Lumina",415.639934905369,"Medium"
"6297","2627-P",82,897.238337692805,"KIASB","Houston","California","Australia","Regional Pumpkin Festival","1723 I","1029 H",344,908,-6,"Jarrahdale",406.984640158217,"Medium"
"6301","2408-P",58,889.525898365304,"OHAYA","Paris","California","UK","Regional Pumpkin Festival","1656 B","1677 D",350,931,-4,"Jarrahdale",403.48630062837,"Medium"
"6302","2505-P",11,898.11324557662,"STMRX","New York","Texas","UK","Local Pumpkin Festival","1059 Z","1148 K",330,812,12,"Long Island Cheese",407.381495770943,"Medium"
"6309","2412-P",61,893.662103461102,"YLDVH","Houston","Texas","Australia","National Pumpkin Festival","1497 I","1423 Q",334,799,7,"Knucklehead",405.362470952146,"Medium"
"6311","2055-P",71,887.26784646064,"OGXUJ","Houston","Florida","Canada","Local Pumpkin Festival","1171 T","1522 G",3,-3,1,"Jarrahdale",402.462055003466,"Medium"
"6313","2894-P",44,885.354221488349,"OMLFY","Los Angeles","Florida","UK","Regional Pumpkin Festival","1987 W","1689 D",354,959,-10,"Lumina",401.59404041021,"Medium"
"6314","2111-P",21,890.441776880063,"YQSKC","Houston","Florida","UK","Regional Pumpkin Festival","1969 T","1150 K",328,758,15,"Jarrahdale",403.90174039738,"Medium"
"6317","2905-P",81,879.330603425391,"OCIHJ","Nottingham","New York","Australia","Local Pumpkin Festival","1195 G","1934 A",355,959,-5,"Knucklehead",398.861745180709,"Medium"
"6319","2333-P",32,876.535666139796,"CLMNQ","Nottingham","Florida","Australia","Regional Pumpkin Festival","1699 C","1434 J",329,787,12,"Lumina",397.593969944569,"Medium"
"6323","2961-P",28,870.146108068526,"NNWCB","Paris","California","Canada","Regional Pumpkin Festival","1010 L","1079 T",330,812,5,"Long Island Cheese",394.695685416187,"Medium"
"6324","2377-P",24,880.022500161082,"HOSNZ","New York","Texas","Australia","Regional Pumpkin Festival","1677 S","1603 T",327,800,12,"Jarrahdale",399.175587481213,"Medium"
"6325","2946-P",74,869.782745877281,"SVFAS","Houston","New York","Australia","Local Pumpkin Festival","1131 K","1474 X",354,1012,-9,"Lumina",394.530865407457,"Medium"
"6326","2157-P",44,880.186796683818,"PVGOT","Houston","Florida","Canada","National Pumpkin Festival","1654 H","1035 W",328,760,11,"Knucklehead",399.250111895046,"Medium"
"6327","2211-P",14,873.826090885326,"BTRIQ","Paris","New York","Australia","Regional Pumpkin Festival","1500 S","1921 P",333,827,3,"Lumina",396.364914671744,"Medium"
"6328","2763-P",32,877.645512190461,"BJDIH","Paris","Florida","Canada","Local Pumpkin Festival","1096 X","1761 H",336,887,-7,"Knucklehead",398.097392810696,"Medium"
"6330","2702-P",47,866.821566638537,"RGVVI","Chicago","New York","Canada","Regional Pumpkin Festival","1955 B","1043 Z",358,1015,-13,"Lumina",393.187683316038,"Medium"
"6331","2183-P",8,868.009880129248,"ASBSK","New York","New York","Canada","Local Pumpkin Festival","1550 T","1974 X",322,742,17,"Knucklehead",393.726698779483,"Medium"
"6334","2669-P",47,858.853693533689,"DTBHB","Chicago","California","UK","Local Pumpkin Festival","1697 Q","1465 C",331,786,12,"Long Island Cheese",389.573479784854,"Medium"
"6338","2887-P",86,865.786208536476,"GKTKO","Houston","California","UK","Local Pumpkin Festival","1873 V","1501 H",339,857,4,"Lumina",392.718047961751,"Medium"
"6339","2187-P",54,850.141761794686,"VUTKA","Paris","New York","UK","Regional Pumpkin Festival","1441 F","1570 F",328,822,5,"Lumina",385.621773471236,"Medium"
"6340","2680-P",99,859.0379966693,"HIUHO","Los Angeles","Texas","Canada","Local Pumpkin Festival","1258 Z","1159 A",330,815,9,"Long Island Cheese",389.657079138755,"Medium"
"6345","2427-P",35,852.895940784365,"SHEOW","New York","California","UK","Regional Pumpkin Festival","1535 N","1026 Q",331,812,3,"Knucklehead",386.871060865629,"Medium"
"6346","2844-P",12,852.54810152296,"ZABQB","New York","Florida","UK","National Pumpkin Festival","1114 G","1256 S",358,982,-11,"Lumina",386.713282011685,"Medium"
"6353","2247-P",80,843.655801654793,"GDTTT","Nottingham","Florida","UK","Regional Pumpkin Festival","1402 I","1011 G",329,796,5,"Knucklehead",382.67976125138,"Medium"
"6356","2426-P",37,842.137979998253,"OEBYH","New York","Florida","Canada","National Pumpkin Festival","1762 G","1750 B",341,846,-2,"Long Island Cheese",381.991281864399,"Medium"
"6359","2508-P",38,834.451010886021,"LRZPH","Houston","Texas","Canada","Local Pumpkin Festival","1785 R","1221 B",333,841,1,"Lumina",378.504495548408,"Medium"
"6360","2531-P",95,840.262938275933,"MGEMQ","Los Angeles","Texas","Australia","National Pumpkin Festival","1734 M","1561 M",327,786,10,"Long Island Cheese",381.140768518522,"Medium"
"6362","2913-P",15,821.048207044601,"UPRDB","Nottingham","Florida","Australia","Local Pumpkin Festival","1647 D","1580 Q",-2,-4,-4,"Long Island Cheese",372.425023607276,"Medium"
"6369","2313-P",27,831.500337372534,"ZJHVO","Nottingham","California","Canada","Regional Pumpkin Festival","1338 N","1644 N",326,748,10,"Long Island Cheese",377.166078822704,"Medium"
"6372","2098-P",22,816.932003289461,"FQVTW","New York","New York","Canada","Regional Pumpkin Festival","1257 Y","1767 W",335,871,-10,"Long Island Cheese",370.557925832106,"Medium"
"6374","2652-P",82,815.426304307952,"YNSHN","Chicago","New York","UK","Local Pumpkin Festival","1340 K","1106 V",325,780,3,"Lumina",369.874945254446,"Medium"
"6376","2486-P",16,822.820705411956,"XZBWT","Los Angeles","Florida","UK","National Pumpkin Festival","1826 T","1354 Q",342,899,-10,"Long Island Cheese",373.229023592468,"Medium"
"6377","2963-P",35,816.961916423403,"FMNWM","Paris","New York","Australia","Regional Pumpkin Festival","1939 C","1238 Q",317,709,10,"Long Island Cheese",370.571494340653,"Medium"
"6378","2755-P",17,813.911664832011,"XVEMT","Los Angeles","Texas","Canada","Regional Pumpkin Festival","1856 Z","1244 T",330,843,1,"Lumina",369.187909295115,"Medium"
"6379","2023-P",87,822.871825338341,"YTEFU","Nottingham","New York","UK","Regional Pumpkin Festival","1238 J","1781 Y",334,840,3,"Knucklehead",373.252211438965,"Medium"
"6380","2656-P",58,818.266633106396,"EGQZM","Nottingham","Florida","Canada","Local Pumpkin Festival","1982 Y","1295 R",318,746,14,"Long Island Cheese",371.163309945748,"Medium"
"6383","2590-P",75,807.893281160854,"QZYYD","Houston","Florida","Australia","Local Pumpkin Festival","1618 O","1905 Z",329,782,9,"Jarrahdale",366.45798837016,"Medium"
"6385","2865-P",90,813.383789779991,"LTBGK","Los Angeles","Texas","Canada","Local Pumpkin Festival","1218 T","1773 L",345,926,-16,"Lumina",368.948466742262,"Medium"
"6386","2060-P",61,808.191926905885,"CZMIK","Nottingham","New York","Canada","Local Pumpkin Festival","1972 Y","1480 G",319,755,11,"Knucklehead",366.593453191457,"Medium"
"6387","2365-P",11,811.527938871644,"QRLUY","New York","Texas","Australia","Regional Pumpkin Festival","1005 L","1725 Q",327,769,9,"Long Island Cheese",368.1066582925,"Medium"
"6388","2982-P",62,807.731477724388,"GHXPL","Nottingham","Florida","UK","National Pumpkin Festival","1433 X","1062 Q",348,912,-11,"Knucklehead",366.384594812841,"Medium"
"6391","2352-P",91,812.453474321216,"FSNQQ","New York","New York","Australia","National Pumpkin Festival","1892 W","1802 L",327,811,3,"Jarrahdale",368.526478418405,"Medium"
"6393","2547-P",49,803.623597824015,"FRJNF","Chicago","Texas","UK","Local Pumpkin Festival","1873 U","1056 M",331,773,2,"Long Island Cheese",364.521272713424,"Medium"
"6394","2567-P",23,802.374975057133,"XFILS","New York","New York","Australia","National Pumpkin Festival","1537 A","1603 E",334,805,4,"Knucklehead",363.954901141764,"Medium"
"6396","2199-P",37,812.361449621059,"GLXIO","Houston","California","Canada","National Pumpkin Festival","1600 A","1751 Q",335,848,-6,"Jarrahdale",368.484736288242,"Medium"
"6397","2899-P",55,806.990209201351,"OAEUA","New York","Florida","UK","Regional Pumpkin Festival","1608 Z","1834 J",2,-4,-4,"Lumina",366.048357616507,"Medium"
"6398","2513-P",38,815.634088833444,"BUVMN","Houston","Florida","Australia","Local Pumpkin Festival","1625 C","1545 D",339,831,2,"Long Island Cheese",369.969195696926,"Medium"
"6400","2648-P",82,805.504558341578,"LNIPP","Paris","New York","Australia","Local Pumpkin Festival","1247 W","1605 L",326,790,2,"Knucklehead",365.374470807211,"Medium"
"6401","2235-P",7,796.62358989846,"DZEZL","New York","New York","Australia","National Pumpkin Festival","1186 C","1878 N",342,895,-7,"Jarrahdale",361.346089947591,"Medium"
"6408","2508-P",58,796.434314498678,"CXHTB","Houston","Texas","Australia","Local Pumpkin Festival","1955 Z","1611 K",325,766,1,"Knucklehead",361.260235189457,"Medium"
"6409","2684-P",19,803.764508100227,"EUCCB","Los Angeles","New York","Canada","Local Pumpkin Festival","1117 G","1540 A",351,926,-16,"Knucklehead",364.585189195422,"Medium"
"6413","2532-P",50,799.88731054347,"GVSDE","Paris","Florida","UK","Local Pumpkin Festival","1472 L","1327 A",351,947,-21,"Jarrahdale",362.826503920652,"Medium"
"6419","2834-P",98,797.589261483587,"CNGDX","Los Angeles","California","Canada","Local Pumpkin Festival","1241 C","1947 V",322,763,5,"Jarrahdale",361.784115705156,"Medium"
"6420","2570-P",69,794.855583203956,"HIZNG","New York","New York","Australia","Local Pumpkin Festival","1694 N","1457 P",337,820,-6,"Lumina",360.544127371839,"Medium"
"6421","2702-P",12,786.055363143422,"BRTZU","Chicago","California","UK","Regional Pumpkin Festival","1756 I","1307 E",337,866,-5,"Long Island Cheese",356.552373738284,"Medium"
"6422","2874-P",37,780.727470513433,"FPDZO","Nottingham","New York","UK","Regional Pumpkin Festival","1000 I","1538 F",316,745,4,"Long Island Cheese",354.13565749498,"Medium"
"6423","2571-P",99,779.841071124189,"DNJLF","Houston","California","Australia","National Pumpkin Festival","1136 A","1381 C",331,804,-2,"Lumina",353.733589369586,"Medium"
"6426","2913-P",4,790.166836573742,"ZLFPM","Los Angeles","California","Canada","Local Pumpkin Festival","1473 J","1213 W",342,869,-8,"Jarrahdale",358.417325852192,"Medium"
"6428","2821-P",86,788.350634123199,"YPIZX","New York","Florida","UK","Local Pumpkin Festival","1456 L","1193 H",-1,-1,-3,"Lumina",357.593501824911,"Medium"
"6429","2650-P",96,784.986046101898,"HUWWA","Chicago","Florida","Australia","Local Pumpkin Festival","1603 M","1977 E",340,855,-14,"Lumina",356.067334710105,"Medium"
"6431","2541-P",60,774.806962250732,"NTOZH","Houston","Texas","Canada","Regional Pumpkin Festival","1454 A","1019 V",311,685,14,"Jarrahdale",351.450132564062,"Medium"
"6434","2870-P",18,782.612060590275,"EWLQH","Los Angeles","Texas","Australia","Regional Pumpkin Festival","1614 T","1298 J",307,617,28,"Jarrahdale",354.990501946056,"Medium"
"6436","2376-P",100,770.486855717376,"NLFAK","Paris","California","Australia","National Pumpkin Festival","1317 F","1970 K",324,726,7,"Lumina",349.490545095426,"Medium"
"6438","2126-P",58,763.546370868757,"JFIMX","Chicago","New York","UK","Regional Pumpkin Festival","1662 P","1770 F",325,794,-1,"Knucklehead",346.342361820175,"Medium"
"6439","2597-P",76,763.836762693711,"WACNY","Los Angeles","California","Canada","Local Pumpkin Festival","1871 J","1618 U",325,735,4,"Knucklehead",346.474082687885,"Medium"
"6440","2839-P",86,774.400958282873,"CVACJ","Chicago","Texas","UK","Regional Pumpkin Festival","1186 I","1112 T",328,762,4,"Lumina",351.265970372346,"Medium"
"6441","2105-P",49,766.340897044167,"EROCW","Nottingham","Florida","UK","Regional Pumpkin Festival","1048 U","1122 V",333,808,-2,"Jarrahdale",347.609950577958,"Medium"
"6443","2465-P",53,769.603176414035,"UKAOH","Nottingham","New York","UK","Regional Pumpkin Festival","1787 Z","1772 L",332,820,-11,"Lumina",349.089710792904,"Medium"
"6444","2876-P",25,758.841938853264,"GYMTQ","Houston","California","Australia","Regional Pumpkin Festival","1822 Y","1264 N",313,711,9,"Long Island Cheese",344.208445456438,"Medium"
"6445","2492-P",21,774.088073635474,"WBPTB","Houston","California","Australia","Local Pumpkin Festival","1762 Z","1742 U",326,766,6,"Lumina",351.124046827304,"Medium"
"6446","2365-P",11,774.811267443933,"CRCTN","Nottingham","California","UK","National Pumpkin Festival","1301 R","1373 D",330,791,0,"Knucklehead",351.452085386888,"Medium"
"6447","2529-P",16,774.432385154068,"PSJJR","New York","California","Australia","Regional Pumpkin Festival","1876 X","1845 N",327,793,-7,"Lumina",351.280225507606,"Medium"
"6450","2221-P",72,761.314486676827,"MRKYV","New York","New York","Canada","Regional Pumpkin Festival","1035 D","1151 O",338,851,-12,"Jarrahdale",345.329985791902,"Medium"
